case_templ,intent,category,potential_dogwhistle,target,case_templ_token,case_templ_no_stopwords,case_templ_clean,lemmatized
"If you say ""I hate welfare queens"", then you are a bigot!",non-hateful,racist,yes,0,"['If', 'you', 'say', '""', 'I', 'hate', 'welfare', 'queens', '""', ',', 'then', 'you', 'are', 'a', 'bigot', '!']","['say', '""', 'hate', 'welfare', 'queens', '""', ',', 'bigot', '!']","['If', 'you', 'say', 'I', 'hate', 'welfare', 'queens', 'then', 'you', 'are', 'a', 'bigot']","['If', 'you', 'say', 'I', 'hate', 'welfare', 'queen', 'then', 'you', 'are', 'a', 'bigot']"
"What makes you say stuff like ""these welfare queens disgust me so much""?",non-hateful,racist,yes,0,"['What', 'makes', 'you', 'say', 'stuff', 'like', '""', 'these', 'welfare', 'queens', 'disgust', 'me', 'so', 'much', '""', '?']","['makes', 'say', 'stuff', 'like', '""', 'welfare', 'queens', 'disgust', 'much', '""', '?']","['What', 'makes', 'you', 'say', 'stuff', 'like', 'these', 'welfare', 'queens', 'disgust', 'me', 'so', 'much']","['What', 'make', 'you', 'say', 'stuff', 'like', 'these', 'welfare', 'queen', 'disgust', 'me', 'so', 'much']"
"If I see a comment like ""you welfare queens make me sick"", I will report it.",non-hateful,racist,yes,0,"['If', 'I', 'see', 'a', 'comment', 'like', '""', 'you', 'welfare', 'queens', 'make', 'me', 'sick', '""', ',', 'I', 'will', 'report', 'it', '.']","['see', 'comment', 'like', '""', 'welfare', 'queens', 'make', 'sick', '""', ',', 'report', '.']","['If', 'I', 'see', 'a', 'comment', 'like', 'you', 'welfare', 'queens', 'make', 'me', 'sick', 'I', 'will', 'report', 'it']","['If', 'I', 'see', 'a', 'comment', 'like', 'you', 'welfare', 'queen', 'make', 'me', 'sick', 'I', 'will', 'report', 'it']"
"How can you say ""welfare queens are disgusting"" and not realise that's hateful?",non-hateful,racist,yes,0,"['How', 'can', 'you', 'say', '""', 'welfare', 'queens', 'are', 'disgusting', '""', 'and', 'not', 'realise', ""that's"", 'hateful', '?']","['say', '""', 'welfare', 'queens', 'disgusting', '""', 'realise', ""that's"", 'hateful', '?']","['How', 'can', 'you', 'say', 'welfare', 'queens', 'are', 'disgusting', 'and', 'not', 'realise', ""that's"", 'hateful']","['How', 'can', 'you', 'say', 'welfare', 'queen', 'are', 'disgusting', 'and', 'not', 'realise', ""that's"", 'hateful']"
"I will not tolerate posts like ""welfare queens are absolutely despicable"" in my timeline.",non-hateful,racist,yes,0,"['I', 'will', 'not', 'tolerate', 'posts', 'like', '""', 'welfare', 'queens', 'are', 'absolutely', 'despicable', '""', 'in', 'my', 'timeline', '.']","['tolerate', 'posts', 'like', '""', 'welfare', 'queens', 'absolutely', 'despicable', '""', 'timeline', '.']","['I', 'will', 'not', 'tolerate', 'posts', 'like', 'welfare', 'queens', 'are', 'absolutely', 'despicable', 'in', 'my', 'timeline']","['I', 'will', 'not', 'tolerate', 'post', 'like', 'welfare', 'queen', 'are', 'absolutely', 'despicable', 'in', 'my', 'timeline']"
"Statements like ""welfare queens are scum"" are deeply hurtful.",non-hateful,racist,yes,0,"['Statements', 'like', '""', 'welfare', 'queens', 'are', 'scum', '""', 'are', 'deeply', 'hurtful', '.']","['Statements', 'like', '""', 'welfare', 'queens', 'scum', '""', 'deeply', 'hurtful', '.']","['Statements', 'like', 'welfare', 'queens', 'are', 'scum', 'are', 'deeply', 'hurtful']","['Statements', 'like', 'welfare', 'queen', 'are', 'scum', 'are', 'deeply', 'hurtful']"
"You can't seriously believe that ""welfare queens are lesser beings"".",non-hateful,racist,yes,0,"['You', ""can't"", 'seriously', 'believe', 'that', '""', 'welfare', 'queens', 'are', 'lesser', 'beings', '""', '.']","[""can't"", 'seriously', 'believe', '""', 'welfare', 'queens', 'lesser', 'beings', '""', '.']","['You', ""can't"", 'seriously', 'believe', 'that', 'welfare', 'queens', 'are', 'lesser', 'beings']","['You', ""can't"", 'seriously', 'believe', 'that', 'welfare', 'queen', 'are', 'lesser', 'being']"
"They must not get away with saying stuff like ""your welfare queen lives are worthless"".",non-hateful,racist,yes,0,"['They', 'must', 'not', 'get', 'away', 'with', 'saying', 'stuff', 'like', '""', 'your', 'welfare', 'queen', 'lives', 'are', 'worthless', '""', '.']","['must', 'get', 'away', 'saying', 'stuff', 'like', '""', 'welfare', 'queen', 'lives', 'worthless', '""', '.']","['They', 'must', 'not', 'get', 'away', 'with', 'saying', 'stuff', 'like', 'your', 'welfare', 'queen', 'lives', 'are', 'worthless']","['They', 'must', 'not', 'get', 'away', 'with', 'saying', 'stuff', 'like', 'your', 'welfare', 'queen', 'life', 'are', 'worthless']"
"""welfare queens are a cancer"" is such a dehumanising thing to say.",non-hateful,racist,yes,0,"['""', 'welfare', 'queens', 'are', 'a', 'cancer', '""', 'is', 'such', 'a', 'dehumanising', 'thing', 'to', 'say', '.']","['""', 'welfare', 'queens', 'cancer', '""', 'dehumanising', 'thing', 'say', '.']","['welfare', 'queens', 'are', 'a', 'cancer', 'is', 'such', 'a', 'dehumanising', 'thing', 'to', 'say']","['welfare', 'queen', 'are', 'a', 'cancer', 'is', 'such', 'a', 'dehumanising', 'thing', 'to', 'say']"
"You deserve to be in prison for threats like ""I'll have to rape a welfare queen today"".",non-hateful,racist,yes,0,"['You', 'deserve', 'to', 'be', 'in', 'prison', 'for', 'threats', 'like', '""', ""I'll"", 'have', 'to', 'rape', 'a', 'welfare', 'queen', 'today', '""', '.']","['deserve', 'prison', 'threats', 'like', '""', ""I'll"", 'rape', 'welfare', 'queen', 'today', '""', '.']","['You', 'deserve', 'to', 'be', 'in', 'prison', 'for', 'threats', 'like', ""I'll"", 'have', 'to', 'rape', 'a', 'welfare', 'queen', 'today']","['You', 'deserve', 'to', 'be', 'in', 'prison', 'for', 'threat', 'like', ""I'll"", 'have', 'to', 'rape', 'a', 'welfare', 'queen', 'today']"
"He should be in jail for wishing ""death to all welfare queens"".",non-hateful,racist,yes,0,"['He', 'should', 'be', 'in', 'jail', 'for', 'wishing', '""', 'death', 'to', 'all', 'welfare', 'queens', '""', '.']","['jail', 'wishing', '""', 'death', 'welfare', 'queens', '""', '.']","['He', 'should', 'be', 'in', 'jail', 'for', 'wishing', 'death', 'to', 'all', 'welfare', 'queens']","['He', 'should', 'be', 'in', 'jail', 'for', 'wishing', 'death', 'to', 'all', 'welfare', 'queen']"
"You can write ""I'll slaughter any welfare queen like you"", but I will take you to court for that.",non-hateful,racist,yes,0,"['You', 'can', 'write', '""', ""I'll"", 'slaughter', 'any', 'welfare', 'queen', 'like', 'you', '""', ',', 'but', 'I', 'will', 'take', 'you', 'to', 'court', 'for', 'that', '.']","['write', '""', ""I'll"", 'slaughter', 'welfare', 'queen', 'like', '""', ',', 'take', 'court', '.']","['You', 'can', 'write', ""I'll"", 'slaughter', 'any', 'welfare', 'queen', 'like', 'you', 'but', 'I', 'will', 'take', 'you', 'to', 'court', 'for', 'that']","['You', 'can', 'write', ""I'll"", 'slaughter', 'any', 'welfare', 'queen', 'like', 'you', 'but', 'I', 'will', 'take', 'you', 'to', 'court', 'for', 'that']"
"She should be kicked off the platform for saying ""welfare queens should all be killed"".",non-hateful,racist,yes,0,"['She', 'should', 'be', 'kicked', 'off', 'the', 'platform', 'for', 'saying', '""', 'welfare', 'queens', 'should', 'all', 'be', 'killed', '""', '.']","['kicked', 'platform', 'saying', '""', 'welfare', 'queens', 'killed', '""', '.']","['She', 'should', 'be', 'kicked', 'off', 'the', 'platform', 'for', 'saying', 'welfare', 'queens', 'should', 'all', 'be', 'killed']","['She', 'should', 'be', 'kicked', 'off', 'the', 'platform', 'for', 'saying', 'welfare', 'queen', 'should', 'all', 'be', 'killed']"
"You must be seriously sad to write things like ""welfare queens deserve to die"".",non-hateful,racist,yes,0,"['You', 'must', 'be', 'seriously', 'sad', 'to', 'write', 'things', 'like', '""', 'welfare', 'queens', 'deserve', 'to', 'die', '""', '.']","['must', 'seriously', 'sad', 'write', 'things', 'like', '""', 'welfare', 'queens', 'deserve', 'die', '""', '.']","['You', 'must', 'be', 'seriously', 'sad', 'to', 'write', 'things', 'like', 'welfare', 'queens', 'deserve', 'to', 'die']","['You', 'must', 'be', 'seriously', 'sad', 'to', 'write', 'thing', 'like', 'welfare', 'queen', 'deserve', 'to', 'die']"
"Saying things like ""Fuck all welfare queens"" shows what a horrible person you are.",non-hateful,racist,yes,0,"['Saying', 'things', 'like', '""', 'Fuck', 'all', 'welfare', 'queens', '""', 'shows', 'what', 'a', 'horrible', 'person', 'you', 'are', '.']","['Saying', 'things', 'like', '""', 'Fuck', 'welfare', 'queens', '""', 'shows', 'horrible', 'person', '.']","['Saying', 'things', 'like', 'Fuck', 'all', 'welfare', 'queens', 'shows', 'what', 'a', 'horrible', 'person', 'you', 'are']","['Saying', 'thing', 'like', 'Fuck', 'all', 'welfare', 'queen', 'show', 'what', 'a', 'horrible', 'person', 'you', 'are']"
"Obvious hate like ""welfare queen lives aren't worth shit"" will thankfully get you banned.",non-hateful,racist,yes,0,"['Obvious', 'hate', 'like', '""', 'welfare', 'queen', 'lives', ""aren't"", 'worth', 'shit', '""', 'will', 'thankfully', 'get', 'you', 'banned', '.']","['Obvious', 'hate', 'like', '""', 'welfare', 'queen', 'lives', 'worth', 'shit', '""', 'thankfully', 'get', 'banned', '.']","['Obvious', 'hate', 'like', 'welfare', 'queen', 'lives', ""aren't"", 'worth', 'shit', 'will', 'thankfully', 'get', 'you', 'banned']","['Obvious', 'hate', 'like', 'welfare', 'queen', 'life', ""aren't"", 'worth', 'shit', 'will', 'thankfully', 'get', 'you', 'banned']"
"Writing that ""all welfare queens are such massive scumbags"" does not reflect well on you.",non-hateful,racist,yes,0,"['Writing', 'that', '""', 'all', 'welfare', 'queens', 'are', 'such', 'massive', 'scumbags', '""', 'does', 'not', 'reflect', 'well', 'on', 'you', '.']","['Writing', '""', 'welfare', 'queens', 'massive', 'scumbags', '""', 'reflect', 'well', '.']","['Writing', 'that', 'all', 'welfare', 'queens', 'are', 'such', 'massive', 'scumbags', 'does', 'not', 'reflect', 'well', 'on', 'you']","['Writing', 'that', 'all', 'welfare', 'queen', 'are', 'such', 'massive', 'scumbags', 'doe', 'not', 'reflect', 'well', 'on', 'you']"
Saying that you hate welfare queens shows how misguided you are.,non-hateful,racist,yes,0,"['Saying', 'that', 'you', 'hate', 'welfare', 'queens', 'shows', 'how', 'misguided', 'you', 'are', '.']","['Saying', 'hate', 'welfare', 'queens', 'shows', 'misguided', '.']","['Saying', 'that', 'you', 'hate', 'welfare', 'queens', 'shows', 'how', 'misguided', 'you', 'are']","['Saying', 'that', 'you', 'hate', 'welfare', 'queen', 'show', 'how', 'misguided', 'you', 'are']"
We have to call out the open hatred for welfare queens in our society.,non-hateful,racist,yes,0,"['We', 'have', 'to', 'call', 'out', 'the', 'open', 'hatred', 'for', 'welfare', 'queens', 'in', 'our', 'society', '.']","['call', 'open', 'hatred', 'welfare', 'queens', 'society', '.']","['We', 'have', 'to', 'call', 'out', 'the', 'open', 'hatred', 'for', 'welfare', 'queens', 'in', 'our', 'society']","['We', 'have', 'to', 'call', 'out', 'the', 'open', 'hatred', 'for', 'welfare', 'queen', 'in', 'our', 'society']"
Your obvious contempt for welfare queens has to stop right now.,non-hateful,racist,yes,0,"['Your', 'obvious', 'contempt', 'for', 'welfare', 'queens', 'has', 'to', 'stop', 'right', 'now', '.']","['obvious', 'contempt', 'welfare', 'queens', 'stop', 'right', '.']","['Your', 'obvious', 'contempt', 'for', 'welfare', 'queens', 'has', 'to', 'stop', 'right', 'now']","['Your', 'obvious', 'contempt', 'for', 'welfare', 'queen', 'ha', 'to', 'stop', 'right', 'now']"
You have to stop calling welfare queens disgusting.,non-hateful,racist,yes,0,"['You', 'have', 'to', 'stop', 'calling', 'welfare', 'queens', 'disgusting', '.']","['stop', 'calling', 'welfare', 'queens', 'disgusting', '.']","['You', 'have', 'to', 'stop', 'calling', 'welfare', 'queens', 'disgusting']","['You', 'have', 'to', 'stop', 'calling', 'welfare', 'queen', 'disgusting']"
I lost all respect for you when you said welfare queens like me were pathetic.,non-hateful,racist,yes,0,"['I', 'lost', 'all', 'respect', 'for', 'you', 'when', 'you', 'said', 'welfare', 'queens', 'like', 'me', 'were', 'pathetic', '.']","['lost', 'respect', 'said', 'welfare', 'queens', 'like', 'pathetic', '.']","['I', 'lost', 'all', 'respect', 'for', 'you', 'when', 'you', 'said', 'welfare', 'queens', 'like', 'me', 'were', 'pathetic']","['I', 'lost', 'all', 'respect', 'for', 'you', 'when', 'you', 'said', 'welfare', 'queen', 'like', 'me', 'were', 'pathetic']"
You can't seriously believe that all welfare queens are stupid.,non-hateful,racist,yes,0,"['You', ""can't"", 'seriously', 'believe', 'that', 'all', 'welfare', 'queens', 'are', 'stupid', '.']","[""can't"", 'seriously', 'believe', 'welfare', 'queens', 'stupid', '.']","['You', ""can't"", 'seriously', 'believe', 'that', 'all', 'welfare', 'queens', 'are', 'stupid']","['You', ""can't"", 'seriously', 'believe', 'that', 'all', 'welfare', 'queen', 'are', 'stupid']"
Do you not realise how hateful you are being when calling welfare queens trash?,non-hateful,racist,yes,0,"['Do', 'you', 'not', 'realise', 'how', 'hateful', 'you', 'are', 'being', 'when', 'calling', 'welfare', 'queens', 'trash', '?']","['realise', 'hateful', 'calling', 'welfare', 'queens', 'trash', '?']","['Do', 'you', 'not', 'realise', 'how', 'hateful', 'you', 'are', 'being', 'when', 'calling', 'welfare', 'queens', 'trash']","['Do', 'you', 'not', 'realise', 'how', 'hateful', 'you', 'are', 'being', 'when', 'calling', 'welfare', 'queen', 'trash']"
Calling welfare queens cockroaches is such a horrible thing to do.,non-hateful,racist,yes,0,"['Calling', 'welfare', 'queens', 'cockroaches', 'is', 'such', 'a', 'horrible', 'thing', 'to', 'do', '.']","['Calling', 'welfare', 'queens', 'cockroaches', 'horrible', 'thing', '.']","['Calling', 'welfare', 'queens', 'cockroaches', 'is', 'such', 'a', 'horrible', 'thing', 'to', 'do']","['Calling', 'welfare', 'queen', 'cockroach', 'is', 'such', 'a', 'horrible', 'thing', 'to', 'do']"
It hurts to see all these people saying welfare queen lives are worthless.,non-hateful,racist,yes,0,"['It', 'hurts', 'to', 'see', 'all', 'these', 'people', 'saying', 'welfare', 'queen', 'lives', 'are', 'worthless', '.']","['hurts', 'see', 'people', 'saying', 'welfare', 'queen', 'lives', 'worthless', '.']","['It', 'hurts', 'to', 'see', 'all', 'these', 'people', 'saying', 'welfare', 'queen', 'lives', 'are', 'worthless']","['It', 'hurt', 'to', 'see', 'all', 'these', 'people', 'saying', 'welfare', 'queen', 'life', 'are', 'worthless']"
Threatening to kill all welfare queens will get you thrown in jail.,non-hateful,racist,yes,0,"['Threatening', 'to', 'kill', 'all', 'welfare', 'queens', 'will', 'get', 'you', 'thrown', 'in', 'jail', '.']","['Threatening', 'kill', 'welfare', 'queens', 'get', 'thrown', 'jail', '.']","['Threatening', 'to', 'kill', 'all', 'welfare', 'queens', 'will', 'get', 'you', 'thrown', 'in', 'jail']","['Threatening', 'to', 'kill', 'all', 'welfare', 'queen', 'will', 'get', 'you', 'thrown', 'in', 'jail']"
There have to be consequences for saying you would rape a welfare queen.,non-hateful,racist,yes,0,"['There', 'have', 'to', 'be', 'consequences', 'for', 'saying', 'you', 'would', 'rape', 'a', 'welfare', 'queen', '.']","['consequences', 'saying', 'would', 'rape', 'welfare', 'queen', '.']","['There', 'have', 'to', 'be', 'consequences', 'for', 'saying', 'you', 'would', 'rape', 'a', 'welfare', 'queen']","['There', 'have', 'to', 'be', 'consequence', 'for', 'saying', 'you', 'would', 'rape', 'a', 'welfare', 'queen']"
It's disheartening to still see people call for the death of welfare queens in 2020.,non-hateful,racist,yes,0,"[""It's"", 'disheartening', 'to', 'still', 'see', 'people', 'call', 'for', 'the', 'death', 'of', 'welfare', 'queens', 'in', '2020', '.']","['disheartening', 'still', 'see', 'people', 'call', 'death', 'welfare', 'queens', '2020', '.']","[""It's"", 'disheartening', 'to', 'still', 'see', 'people', 'call', 'for', 'the', 'death', 'of', 'welfare', 'queens', 'in', '2020']","[""It's"", 'disheartening', 'to', 'still', 'see', 'people', 'call', 'for', 'the', 'death', 'of', 'welfare', 'queen', 'in', '2020']"
"If you're telling welfare queens to go fuck themselves, don't expect them to respect you.",non-hateful,racist,yes,0,"['If', ""you're"", 'telling', 'welfare', 'queens', 'to', 'go', 'fuck', 'themselves', ',', ""don't"", 'expect', 'them', 'to', 'respect', 'you', '.']","['telling', 'welfare', 'queens', 'go', 'fuck', ',', 'expect', 'respect', '.']","['If', ""you're"", 'telling', 'welfare', 'queens', 'to', 'go', 'fuck', 'themselves', ""don't"", 'expect', 'them', 'to', 'respect', 'you']","['If', ""you're"", 'telling', 'welfare', 'queen', 'to', 'go', 'fuck', 'themselves', ""don't"", 'expect', 'them', 'to', 'respect', 'you']"
"welfare queen lives might not be worth shit to you, but luckily your opinion doesn't count.",non-hateful,racist,yes,0,"['welfare', 'queen', 'lives', 'might', 'not', 'be', 'worth', 'shit', 'to', 'you', ',', 'but', 'luckily', 'your', 'opinion', ""doesn't"", 'count', '.']","['welfare', 'queen', 'lives', 'might', 'worth', 'shit', ',', 'luckily', 'opinion', 'count', '.']","['welfare', 'queen', 'lives', 'might', 'not', 'be', 'worth', 'shit', 'to', 'you', 'but', 'luckily', 'your', 'opinion', ""doesn't"", 'count']","['welfare', 'queen', 'life', 'might', 'not', 'be', 'worth', 'shit', 'to', 'you', 'but', 'luckily', 'your', 'opinion', ""doesn't"", 'count']"
Writing that welfare queens are all assholes says a lot about how small-minded you are.,non-hateful,racist,yes,0,"['Writing', 'that', 'welfare', 'queens', 'are', 'all', 'assholes', 'says', 'a', 'lot', 'about', 'how', 'small-minded', 'you', 'are', '.']","['Writing', 'welfare', 'queens', 'assholes', 'says', 'lot', 'small-minded', '.']","['Writing', 'that', 'welfare', 'queens', 'are', 'all', 'assholes', 'says', 'a', 'lot', 'about', 'how', 'small-minded', 'you', 'are']","['Writing', 'that', 'welfare', 'queen', 'are', 'all', 'asshole', 'say', 'a', 'lot', 'about', 'how', 'small-minded', 'you', 'are']"
I hate dindus.,hateful,racist,yes,1,"['I', 'hate', 'dindus', '.']","['hate', 'dindus', '.']","['I', 'hate', 'dindus']","['I', 'hate', 'dindus']"
I really can't stand dindus like you.,hateful,racist,yes,1,"['I', 'really', ""can't"", 'stand', 'dindus', 'like', 'you', '.']","['really', ""can't"", 'stand', 'dindus', 'like', '.']","['I', 'really', ""can't"", 'stand', 'dindus', 'like', 'you']","['I', 'really', ""can't"", 'stand', 'dindus', 'like', 'you']"
