case_templ,intent,category,potential_dogwhistle,target
These urbans have no right to be alive.,hateful,racist,yes,1
urbans do not belong on this earth.,hateful,racist,yes,1
Is it not obvious that I hate urbans?,hateful,racist,yes,1
Is it easy to tell that I am disgusted by all the urbans around here?,hateful,racist,yes,1
Isn't it clear how much hatred I have for you urbans?,hateful,racist,yes,1
Do people really not realise that urbans are disgusting?,hateful,racist,yes,1
Does this not make it obvious that urbans are scum?,hateful,racist,yes,1
When will people understand that only urbans are that violent and cruel?,hateful,racist,yes,1
Isn't it typical of a urban to be that stupid?,hateful,racist,yes,1
Why is it that all urbans are repulsive?,hateful,racist,yes,1
How is it not clear to all of you that urbans are human garbage.,hateful,racist,yes,1
Why do people not recognise that urban lives are worth absolutely nothing?,hateful,racist,yes,1
Can we finally agree that urbans are a cancer?,hateful,racist,yes,1
What if we just killed all urbans?,hateful,racist,yes,1
How about we cut these urbans's throats?,hateful,racist,yes,1
Why don't we just get rid of urbans once and for all?,hateful,racist,yes,1
Where is the mistake in saying that urbans like you deserve to die?,hateful,racist,yes,1
Isn't it apparent that we would be better off if those urbans were eradicated?,hateful,racist,yes,1
Am I wrong to think that those kinds of urbans ought to be executed?,hateful,racist,yes,1
Where is the error in thinking that urban lives aren't worth shit?,hateful,racist,yes,1
Why is it that urbans are all complete assholes?,hateful,racist,yes,1
When will it finally be clear to people that it's in a urban's nature to be an annoying prick?,hateful,racist,yes,1
I find all urbans disgusting.,hateful,racist,yes,1
I firmly believe that only urbans can be so ignorant.,hateful,racist,yes,1
I think it's typical of urbans to be that stupid.,hateful,racist,yes,1
I really think urbans are just the dumbest people.,hateful,racist,yes,1
urbans are scum to me.,hateful,racist,yes,1
"In my opinion, urbans are worthless dirt.",hateful,racist,yes,1
"As far as I am concerned, urbans are human garbage.",hateful,racist,yes,1
I really do believe urbans are just lesser beings.,hateful,racist,yes,1
"If you ask me, urbans like you are no better than rats.",hateful,racist,yes,1
"To my mind, urban lives are worth absolutely nothing.",hateful,racist,yes,1
I think that urbans should all be killed.,hateful,racist,yes,1
"In my opinion, urbans like you deserve to die.",hateful,racist,yes,1
"As I see it, we should get rid of urbans once and for all.",hateful,racist,yes,1
"Personally, I think we should just hang all these urbans.",hateful,racist,yes,1
"In my view, those kinds of urbans ought to be executed.",hateful,racist,yes,1
I think someone should snap the necks of those urbans.,hateful,racist,yes,1
I think most urbans are seriously fucked in the head.,hateful,racist,yes,1
"As far as I am concerned, urbans can all go fuck themselves.",hateful,racist,yes,1
I believe urban lives aren't worth shit.,hateful,racist,yes,1
I haet urbans.,hateful,racist,yes,1
Disgutsed by all the urbans around here.,hateful,racist,yes,1
You urbans make me sikc.,hateful,racist,yes,1
urbans with any power are a thraet to civilisation,hateful,racist,yes,1
It's in urbans's nature to be unciviliesd.,hateful,racist,yes,1
Only urbans can be so ignoratn.,hateful,racist,yes,1
You are nothing but common urban trahs.,hateful,racist,yes,1
urban lives are worht absolutely nothing.,hateful,racist,yes,1
You and all other urbans are a plageu to society.,hateful,racist,yes,1
I'd rather have cancre than be anywhere near a urban.,hateful,racist,yes,1
I want to klil all urbans.,hateful,racist,yes,1
Deaht to all urbans.,hateful,racist,yes,1
We'll tortuer these urbans without mercy.,hateful,racist,yes,1
I would love to see those urbans suffre.,hateful,racist,yes,1
Those kinds of urbans ought to be execuetd.,hateful,racist,yes,1
If only someone would strangel those urbans.,hateful,racist,yes,1
Fukc all urbans.,hateful,racist,yes,1
Most urbans are seriously fukced in the head.,hateful,racist,yes,1
"If the idea comes from a urban, it must be bullsiht.",hateful,racist,yes,1
I have so much hatrd for you urbans.,hateful,racist,yes,1
I feel nothing but contmpt for urbans.,hateful,racist,yes,1
urbans are absolutely despicble.,hateful,racist,yes,1
Typical of a urban to be that stupd.,hateful,racist,yes,1
Your urban livs are worthless.,hateful,racist,yes,1
urbans are a cancr.,hateful,racist,yes,1
I really am just going to murdr that urban.,hateful,racist,yes,1
That urban will die a horrible deth at my hands.,hateful,racist,yes,1
urbans should all be killd.,hateful,racist,yes,1
urbans can all go fuk themselves.,hateful,racist,yes,1
urbans can't help themselves but be complete dickheds.,hateful,racist,yes,1
Ihate urbans,hateful,racist,yes,1
I have so muchdisdain for these urbans,hateful,racist,yes,1
These urbansdisgust me so much.,hateful,racist,yes,1
urbans are just sosickening.,hateful,racist,yes,1
urbans like you are justpathetic.,hateful,racist,yes,1
urbans are without a doubt the stupidestpeople on this planet.,hateful,racist,yes,1
urbans like you are absolutefilth.,hateful,racist,yes,1
That is fitting for urbanvermin like you.,hateful,racist,yes,1
I will cut their urbanthroats.,hateful,racist,yes,1
Deathto all urbans.,hateful,racist,yes,1
urbans like you deserve todie.,hateful,racist,yes,1
We should just hangall these urbans.,hateful,racist,yes,1
Somebody should just stabthose urbans.,hateful,racist,yes,1
Fuckall urbans.,hateful,racist,yes,1
All urbans are such massivescumbags.,hateful,racist,yes,1
I h a t e urbans.,hateful,racist,yes,1
All urbans like them are v i l e.,hateful,racist,yes,1
urbans with any power are a t h r e a t to civilisation.,hateful,racist,yes,1
urbans are s c u m.,hateful,racist,yes,1
urbans are a c a n c e r.,hateful,racist,yes,1
I want to k i l l all urbans.,hateful,racist,yes,1
urbans like you deserve to d i e.,hateful,racist,yes,1
"In a just world, those urbans would all be d e a d.",hateful,racist,yes,1
F u c k all urbans.,hateful,racist,yes,1
urban lives aren't worth s h i t.,hateful,racist,yes,1
I h4te urbans.,hateful,racist,yes,1
So s1ck of being around urbans like you.,hateful,racist,yes,1
No one else is as f1lthy as these urbans.,hateful,racist,yes,1
Typical of a urban to be that stup1d.,hateful,racist,yes,1
You are nothing but common urban tr4sh.,hateful,racist,yes,1
urbans are a canc3r.,hateful,racist,yes,1
I want to k1ll all urbans.,hateful,racist,yes,1
D3ath to all urbans.,hateful,racist,yes,1
Somebody should just st4b those urbans.,hateful,racist,yes,1
urban lives aren't worth sh1t.,hateful,racist,yes,1
urbans are all complete 4ssholes.,hateful,racist,yes,1
Let me be clear: I don't hate urbans.,non-hateful,racist,yes,0
There is no hatred in my heart for you urbans.,non-hateful,racist,yes,0
I don't like people in general but I have no particular contempt for urbans.,non-hateful,racist,yes,0
I'm glad people are realising urbans are not at all ignorant.,non-hateful,racist,yes,0
It's obvious that urbans are the very opposite of stupid.,non-hateful,racist,yes,0
I never said that urbans are scum.,non-hateful,racist,yes,0
We should never support a politician that treats urbans like human garbage.,non-hateful,racist,yes,0
urban lives are not worth any less than anyone else's.,non-hateful,racist,yes,0
I will never tolerate the systematic murder of urbans in this country.,non-hateful,racist,yes,0
We must not make urbans suffer any more than they already are.,non-hateful,racist,yes,0
We should not allow for any urban to be raped.,non-hateful,racist,yes,0
I would never hurt any urban.,non-hateful,racist,yes,0
We must not let urbans be attacked any longer.,non-hateful,racist,yes,0
urbans do not deserve to be tortured like that.,non-hateful,racist,yes,0
We must never condone the killing of any urban,non-hateful,racist,yes,0
No urban deserves to die.,non-hateful,racist,yes,0
We should not let urbans suffer.,non-hateful,racist,yes,0
Let's not stand by while urbans are getting murdered.,non-hateful,racist,yes,0
No urban ought to be executed.,non-hateful,racist,yes,0
I live with two urbans.,non-hateful,racist,yes,0
We are a group of urbans.,non-hateful,racist,yes,0
Her colleague is a urban.,non-hateful,racist,yes,0
They work with a lot of urbans.,non-hateful,racist,yes,0
I do not know many urbans.,non-hateful,racist,yes,0
Are there any urbans on your course?,non-hateful,racist,yes,0
His therapist is a urban.,non-hateful,racist,yes,0
There is a urban on my football team.,non-hateful,racist,yes,0
The guitar player in that band is a urban.,non-hateful,racist,yes,0
This is the first time a urban is nominated.,non-hateful,racist,yes,0
More than half of the participants were urbans.,non-hateful,racist,yes,0
Three urbans were elected to parliament today.,non-hateful,racist,yes,0
We have never had a urban president.,non-hateful,racist,yes,0
There are very few urbans at my school.,non-hateful,racist,yes,0
We do not cover a lot of urban authors.,non-hateful,racist,yes,0
The CEO of that company is a urban.,non-hateful,racist,yes,0
My manager is also a urban.,non-hateful,racist,yes,0
Quite a few urbans live around there,non-hateful,racist,yes,0
I love urbans.,non-hateful,racist,yes,0
I absolutely adore urbans.,non-hateful,racist,yes,0
These urbans make me so happy.,non-hateful,racist,yes,0
Seeing urbans in government makes me so proud.,non-hateful,racist,yes,0
urbans are beautiful.,non-hateful,racist,yes,0
urbans like you are gorgeous.,non-hateful,racist,yes,0
All urbans like them are amazing.,non-hateful,racist,yes,0
urbans being in charge is a credit to our society.,non-hateful,racist,yes,0
Only urbans are that kind and compassionate.,non-hateful,racist,yes,0
urbans are great.,non-hateful,racist,yes,0
urbans like you are absolute heroes.,non-hateful,racist,yes,0
urbans are wonderful beings.,non-hateful,racist,yes,0
urban lives are worth so much.,non-hateful,racist,yes,0
urbans are fantastic.,non-hateful,racist,yes,0
You and all the other urbans are a blessing to society.,non-hateful,racist,yes,0
urbans belong in our government.,non-hateful,racist,yes,0
Putting a urban in charge is the best thing anyone can do.,non-hateful,racist,yes,0
I'm going to hug a urban tomorrow.,non-hateful,racist,yes,0
I wish I could date a urban.,non-hateful,racist,yes,0
I am going to make those urbans smile.,non-hateful,racist,yes,0
I'm going to help out a urban tomorrow.,non-hateful,racist,yes,0
I will embrace you and any other urbans like you.,non-hateful,racist,yes,0
I'll cherish any urban like you.,non-hateful,racist,yes,0
urbans should all be admired.,non-hateful,racist,yes,0
We should look up to these urbans.,non-hateful,racist,yes,0
Those kinds of urbans ought to be celebrated.,non-hateful,racist,yes,0
"In a just world, urbans would all be honoured.",non-hateful,racist,yes,0
"If you say ""I hate urbans"", then you are a bigot!",non-hateful,racist,yes,0
"What makes you say stuff like ""these urbans disgust me so much""?",non-hateful,racist,yes,0
"If I see a comment like ""you urbans make me sick"", I will report it.",non-hateful,racist,yes,0
"How can you say ""urbans are disgusting"" and not realise that's hateful?",non-hateful,racist,yes,0
"I will not tolerate posts like ""urbans are absolutely despicable"" in my timeline.",non-hateful,racist,yes,0
"Statements like ""urbans are scum"" are deeply hurtful.",non-hateful,racist,yes,0
"You can't seriously believe that ""urbans are lesser beings"".",non-hateful,racist,yes,0
