lemmatized,target
"['deadbeat', 'dad', 'worst', 'kind', 'motherfucker']",1
"['deadbeat', 'dad', 'life', 'worth', 'shit']",1
"['nature', 'deadbeat', 'dad', 'shitty', 'human', 'being']",1
"['Typical', 'deadbeat', 'dad', 'total', 'shithead']",1
"['idea', 'come', 'deadbeat', 'dad', 'must', 'bullshit']",1
"[""I'm"", 'pissed', 'deadbeat', 'dad', 'like']",1
"['deadbeat', 'dad', 'country', 'pissing', 'much']",1
"['deadbeat', 'dad', 'complete', 'asshole']",1
"['deadbeat', 'dad', 'absolute', 'bastard']",1
"['deadbeat', 'dad', 'massive', 'scumbags']",1
"['deadbeat', ""dad's"", 'nature', 'annoying', 'prick']",1
"['deadbeat', 'dad', ""can't"", 'help', 'complete', 'dickhead']",1
"['course', 'dumbass', 'deadbeat', 'dad']",1
"['met', 'many', 'deadbeat', 'dad', 'hate', 'every', 'single', 'one']",1
"['absolutely', 'loathe', 'people', 'especially', 'deadbeat', 'dad']",1
"['Whenever', 'deadbeat', 'dad', 'look', 'think', 'sense', 'feel', 'nothing', 'contempt']",1
"['anything', 'deadbeat', 'dad', 'pretty', 'disgusting']",1
"['trying', 'get', 'along', 'deadbeat', 'dad', 'repulsive']",1
"['deadbeat', 'dad', 'probably', 'stupid']",1
"['deadbeat', 'dad', 'might', 'look', 'human', 'parasite', 'society']",1
"['Even', 'deadbeat', 'dad', 'nice', 'sometimes', 'still', 'nothing', 'human', 'garbage']",1
"['deadbeat', 'dad', 'must', 'know', 'lesser', 'being']",1
"['deadbeat', 'dad', 'like', 'know', 'life', 'worthless']",1
"['deadbeat', 'dad', 'talk', 'back', 'want', 'kill']",1
"[""can't"", 'believe', 'deadbeat', 'dad', 'thinking', 'murder', 'every', 'one']",1
"['deadbeat', 'dad', 'stop', 'laughing', 'start', 'shooting']",1
"['deadbeat', 'dad', 'nothing', 'like', 'u', ""that's"", 'deserve', 'die']",1
"['deadbeat', 'dad', 'like', 'refuse', 'fit', 'suffer']",1
"['deadbeat', 'dad', 'never', 'going', 'change', 'get', 'rid']",1
"['must', 'fucked', 'head', 'deadbeat', 'dad']",1
"['life', 'worth', 'shit', 'deadbeat', 'dad']",1
"[""I've"", 'around', 'enough', 'deadbeat', 'dad', 'know', ""they're"", 'complete', 'asshole']",1
"[""I'd"", 'okay', 'deadbeat', 'dad', 'massive', 'scumbags']",1
"['deadbeat', 'dad', 'think', ""they're"", 'special', 'hate']",1
"['understand', 'like', 'deadbeat', 'dad', 'Everything', 'disgust', 'much']",1
"['deadbeat', 'dad', 'keep', 'acting', 'really', 'nothing', 'worse', 'kind']",1
"[""That's"", 'typical', 'deadbeat', 'dad', ""They're"", 'absolutely', 'despicable']",1
"['deadbeat', 'dad', 'must', 'committed', 'crime', 'violent', 'cruel']",1
"['course', 'stupid', 'deadbeat', 'dad']",1
"['know', 'deadbeat', 'dad', 'like', ""can't"", 'help', 'dumb']",1
"['deadbeat', 'dad', 'kind', 'time', 'forget', ""they're"", 'still', 'worthless', 'scum']",1
"['deadbeat', 'dad', 'get', 'government', 'still', 'common', 'trash']",1
"['understand', 'deadbeat', 'dad', 'human', 'being', 'think', 'act', 'like', 'vermin']",1
"['deadbeat', 'dad', 'refuse', 'respect', 'u', ""I'm"", 'going', 'make', 'suffer']",1
"['deadbeat', 'dad', 'change', ""Let's"", 'eradicate']",1
"['deadbeat', 'dad', 'like', 'stop', 'complaining', 'deserve', 'suffer']",1
"['simply', 'shoot', ""They're"", 'deadbeat', 'dad']",1
"['kind', 'deadbeat', 'dad', 'never', 'fit', 'ought', 'executed']",1
"['life', 'worth', 'shit', 'deadbeat', 'dad']",1
"['surprised', 'idea', 'bullshit', 'came', 'deadbeat', 'dad']",1
"['complete', 'asshole', 'Needless', 'say', 'deadbeat', 'dad']",1
"[""We're"", 'talking', 'deadbeat', 'dad', ""can't"", 'help', 'complete', 'dickhead']",1
"['compassion', 'deadbeat', 'dad', 'like']",1
"['nature', 'deadbeat', 'dad', 'never', 'attractive']",1
"['deadbeat', 'dad', 'never', 'intelligent']",1
"['deadbeat', 'dad', 'never', 'smart', 'anyone', 'else']",1
"['course', 'human', 'right', 'apply', 'deadbeat', 'dad']",1
"['Clearly', 'deadbeat', 'dad', 'equal']",1
"['deadbeat', 'dad', 'worthy', 'living', 'like', 'human']",1
"['deadbeat', 'dad', 'life', 'worth', 'protecting']",1
"['deadbeat', 'dad', 'life', 'matter']",1
"['deadbeat', 'dad', 'life', 'important', 'anyone']",1
"['deadbeat', 'dad', 'life', 'value']",1
"['deadbeat', 'dad', 'life', 'worth', 'anything']",1
"['space', 'planet', 'deadbeat', 'dad', 'like']",1
"['deadbeat', 'dad', 'ever', 'valuable', 'member', 'society']",1
"['clear', 'deadbeat', 'dad', 'human']",1
"['must', 'let', 'deadbeat', 'dad', 'live']",1
"['deadbeat', 'dad', 'like', 'deserve', 'live']",1
"['would', 'never', 'lift', 'finger', 'save', 'deadbeat', ""dad's"", 'life']",1
"['deadbeat', 'dad', 'right', 'alive']",1
"['deadbeat', 'dad', 'belong', 'earth']",1
"['obvious', 'hate', 'deadbeat', 'dad']",1
"['easy', 'tell', 'disgusted', 'deadbeat', 'dad', 'around']",1
"['clear', 'much', 'hatred', 'deadbeat', 'dad']",1
"['people', 'really', 'realise', 'deadbeat', 'dad', 'disgusting']",1
"['make', 'obvious', 'deadbeat', 'dad', 'scum']",1
"['people', 'understand', 'deadbeat', 'dad', 'violent', 'cruel']",1
"['typical', 'deadbeat', 'dad', 'stupid']",1
"['deadbeat', 'dad', 'repulsive']",1
"['clear', 'deadbeat', 'dad', 'human', 'garbage']",1
"['people', 'recognise', 'deadbeat', 'dad', 'life', 'worth', 'absolutely', 'nothing']",1
"['finally', 'agree', 'deadbeat', 'dad', 'cancer']",1
"['killed', 'deadbeat', 'dad']",1
"['cut', 'deadbeat', ""dads's"", 'throat']",1
"['get', 'rid', 'deadbeat', 'dad']",1
"['mistake', 'saying', 'deadbeat', 'dad', 'like', 'deserve', 'die']",1
"['apparent', 'would', 'better', 'deadbeat', 'dad', 'eradicated']",1
"['wrong', 'think', 'kind', 'deadbeat', 'dad', 'ought', 'executed']",1
"['error', 'thinking', 'deadbeat', 'dad', 'life', 'worth', 'shit']",1
"['deadbeat', 'dad', 'complete', 'asshole']",1
"['finally', 'clear', 'people', 'deadbeat', ""dad's"", 'nature', 'annoying', 'prick']",1
"['find', 'deadbeat', 'dad', 'disgusting']",1
"['firmly', 'believe', 'deadbeat', 'dad', 'ignorant']",1
"['think', 'typical', 'deadbeat', 'dad', 'stupid']",1
"['really', 'think', 'deadbeat', 'dad', 'dumbest', 'people']",1
"['deadbeat', 'dad', 'scum']",1
"['opinion', 'deadbeat', 'dad', 'worthless', 'dirt']",1
"['far', 'concerned', 'deadbeat', 'dad', 'human', 'garbage']",1
"['really', 'believe', 'deadbeat', 'dad', 'lesser', 'being']",1
"['ask', 'deadbeat', 'dad', 'like', 'better', 'rat']",1
"['mind', 'deadbeat', 'dad', 'life', 'worth', 'absolutely', 'nothing']",1
"['think', 'deadbeat', 'dad', 'killed']",1
"['opinion', 'deadbeat', 'dad', 'like', 'deserve', 'die']",1
"['see', 'get', 'rid', 'deadbeat', 'dad']",1
"['Personally', 'think', 'hang', 'deadbeat', 'dad']",1
"['view', 'kind', 'deadbeat', 'dad', 'ought', 'executed']",1
"['think', 'someone', 'snap', 'neck', 'deadbeat', 'dad']",1
"['think', 'deadbeat', 'dad', 'seriously', 'fucked', 'head']",1
"['far', 'concerned', 'deadbeat', 'dad', 'go', 'fuck']",1
"['believe', 'deadbeat', 'dad', 'life', 'worth', 'shit']",1
"['haet', 'deadbeat', 'dad']",1
"['Disgutsed', 'deadbeat', 'dad', 'around']",1
"['deadbeat', 'dad', 'make', 'sikc']",1
"['deadbeat', 'dad', 'power', 'thraet', 'civilisation']",1
"['deadbeat', ""dads's"", 'nature', 'unciviliesd']",1
"['deadbeat', 'dad', 'ignoratn']",1
"['nothing', 'common', 'deadbeat', 'dad', 'trahs']",1
"['deadbeat', 'dad', 'life', 'worht', 'absolutely', 'nothing']",1
"['deadbeat', 'dad', 'plageu', 'society']",1
"[""I'd"", 'rather', 'cancre', 'anywhere', 'near', 'deadbeat', 'dad']",1
"['want', 'klil', 'deadbeat', 'dad']",1
"['Deaht', 'deadbeat', 'dad']",1
"[""We'll"", 'tortuer', 'deadbeat', 'dad', 'without', 'mercy']",1
"['would', 'love', 'see', 'deadbeat', 'dad', 'suffre']",1
"['kind', 'deadbeat', 'dad', 'ought', 'execuetd']",1
"['someone', 'would', 'strangel', 'deadbeat', 'dad']",1
"['Fukc', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'seriously', 'fukced', 'head']",1
"['idea', 'come', 'deadbeat', 'dad', 'must', 'bullsiht']",1
"['much', 'hatrd', 'deadbeat', 'dad']",1
"['feel', 'nothing', 'contmpt', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'absolutely', 'despicble']",1
"['Typical', 'deadbeat', 'dad', 'stupd']",1
"['deadbeat', 'dad', 'livs', 'worthless']",1
"['deadbeat', 'dad', 'cancr']",1
"['really', 'going', 'murdr', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'die', 'horrible', 'deth', 'hand']",1
"['deadbeat', 'dad', 'killd']",1
"['deadbeat', 'dad', 'go', 'fuk']",1
"['deadbeat', 'dad', ""can't"", 'help', 'complete', 'dickheds']",1
"['Ihate', 'deadbeat', 'dad']",1
"['muchdisdain', 'deadbeat', 'dad']",1
"['deadbeat', 'dadsdisgust', 'much']",1
"['deadbeat', 'dad', 'sosickening']",1
"['deadbeat', 'dad', 'like', 'justpathetic']",1
"['deadbeat', 'dad', 'without', 'doubt', 'stupidestpeople', 'planet']",1
"['deadbeat', 'dad', 'like', 'absolutefilth']",1
"['fitting', 'deadbeat', 'dadvermin', 'like']",1
"['cut', 'deadbeat', 'dadthroats']",1
"['Deathto', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'like', 'deserve', 'todie']",1
"['hangall', 'deadbeat', 'dad']",1
"['Somebody', 'stabthose', 'deadbeat', 'dad']",1
"['Fuckall', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'massivescumbags']",1
"['h', 'e', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'like', 'v', 'l', 'e']",1
"['deadbeat', 'dad', 'power', 'h', 'r', 'e', 'civilisation']",1
"['deadbeat', 'dad', 'c', 'u']",1
"['deadbeat', 'dad', 'c', 'n', 'c', 'e', 'r']",1
"['want', 'k', 'l', 'l', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'like', 'deserve', 'e']",1
"['world', 'deadbeat', 'dad', 'would', 'e']",1
"['F', 'u', 'c', 'k', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'life', 'worth', 'h']",1
"['h4te', 'deadbeat', 'dad']",1
"['s1ck', 'around', 'deadbeat', 'dad', 'like']",1
"['one', 'else', 'f1lthy', 'deadbeat', 'dad']",1
"['Typical', 'deadbeat', 'dad', 'stup', '1d']",1
"['nothing', 'common', 'deadbeat', 'dad', 'tr4sh']",1
"['deadbeat', 'dad', 'canc', '3r']",1
"['want', 'k1ll', 'deadbeat', 'dad']",1
"['D3ath', 'deadbeat', 'dad']",1
"['Somebody', 'st4b', 'deadbeat', 'dad']",1
"['deadbeat', 'dad', 'life', 'worth', 'sh1t']",1
"['deadbeat', 'dad', 'complete', '4ssholes']",1
"['Let', 'clear', 'hate', 'deadbeat', 'dad']",0
"['hatred', 'heart', 'deadbeat', 'dad']",0
"['like', 'people', 'general', 'particular', 'contempt', 'deadbeat', 'dad']",0
"[""I'm"", 'glad', 'people', 'realising', 'deadbeat', 'dad', 'ignorant']",0
"['obvious', 'deadbeat', 'dad', 'opposite', 'stupid']",0
"['never', 'said', 'deadbeat', 'dad', 'scum']",0
"['never', 'support', 'politician', 'treat', 'deadbeat', 'dad', 'like', 'human', 'garbage']",0
"['deadbeat', 'dad', 'life', 'worth', 'le', 'anyone', ""else's""]",0
"['never', 'tolerate', 'systematic', 'murder', 'deadbeat', 'dad', 'country']",0
"['must', 'make', 'deadbeat', 'dad', 'suffer', 'already']",0
"['allow', 'deadbeat', 'dad', 'raped']",0
"['would', 'never', 'hurt', 'deadbeat', 'dad']",0
"['must', 'let', 'deadbeat', 'dad', 'attacked', 'longer']",0
"['deadbeat', 'dad', 'deserve', 'tortured', 'like']",0
"['must', 'never', 'condone', 'killing', 'deadbeat', 'dad']",0
"['deadbeat', 'dad', 'deserves', 'die']",0
"['let', 'deadbeat', 'dad', 'suffer']",0
"[""Let's"", 'stand', 'deadbeat', 'dad', 'getting', 'murdered']",0
"['deadbeat', 'dad', 'ought', 'executed']",0
"['live', 'two', 'deadbeat', 'dad']",0
"['group', 'deadbeat', 'dad']",0
"['colleague', 'deadbeat', 'dad']",0
"['work', 'lot', 'deadbeat', 'dad']",0
"['know', 'many', 'deadbeat', 'dad']",0
"['deadbeat', 'dad', 'course']",0
"['therapist', 'deadbeat', 'dad']",0
"['deadbeat', 'dad', 'football', 'team']",0
"['guitar', 'player', 'band', 'deadbeat', 'dad']",0
"['first', 'time', 'deadbeat', 'dad', 'nominated']",0
"['half', 'participant', 'deadbeat', 'dad']",0
"['Three', 'deadbeat', 'dad', 'elected', 'parliament', 'today']",0
"['never', 'deadbeat', 'dad', 'president']",0
"['deadbeat', 'dad', 'school']",0
"['cover', 'lot', 'deadbeat', 'dad', 'author']",0
"['CEO', 'company', 'deadbeat', 'dad']",0
"['manager', 'also', 'deadbeat', 'dad']",0
"['Quite', 'deadbeat', 'dad', 'live', 'around']",0
"['love', 'deadbeat', 'dad']",0
"['absolutely', 'adore', 'deadbeat', 'dad']",0
"['deadbeat', 'dad', 'make', 'happy']",0
"['Seeing', 'deadbeat', 'dad', 'government', 'make', 'proud']",0
"['deadbeat', 'dad', 'beautiful']",0
"['deadbeat', 'dad', 'like', 'gorgeous']",0
"['deadbeat', 'dad', 'like', 'amazing']",0
"['deadbeat', 'dad', 'charge', 'credit', 'society']",0
"['deadbeat', 'dad', 'kind', 'compassionate']",0
"['deadbeat', 'dad', 'great']",0
"['deadbeat', 'dad', 'like', 'absolute', 'hero']",0
"['deadbeat', 'dad', 'wonderful', 'being']",0
"['deadbeat', 'dad', 'life', 'worth', 'much']",0
"['deadbeat', 'dad', 'fantastic']",0
"['deadbeat', 'dad', 'blessing', 'society']",0
"['deadbeat', 'dad', 'belong', 'government']",0
"['Putting', 'deadbeat', 'dad', 'charge', 'best', 'thing', 'anyone']",0
"[""I'm"", 'going', 'hug', 'deadbeat', 'dad', 'tomorrow']",0
"['wish', 'could', 'date', 'deadbeat', 'dad']",0
"['going', 'make', 'deadbeat', 'dad', 'smile']",0
"[""I'm"", 'going', 'help', 'deadbeat', 'dad', 'tomorrow']",0
"['embrace', 'deadbeat', 'dad', 'like']",0
"[""I'll"", 'cherish', 'deadbeat', 'dad', 'like']",0
"['deadbeat', 'dad', 'admired']",0
"['look', 'deadbeat', 'dad']",0
"['kind', 'deadbeat', 'dad', 'ought', 'celebrated']",0
"['world', 'deadbeat', 'dad', 'would', 'honoured']",0
"['say', 'hate', 'deadbeat', 'dad', 'bigot']",0
"['make', 'say', 'stuff', 'like', 'deadbeat', 'dad', 'disgust', 'much']",0
"['see', 'comment', 'like', 'deadbeat', 'dad', 'make', 'sick', 'report']",0
"['say', 'deadbeat', 'dad', 'disgusting', 'realise', ""that's"", 'hateful']",0
"['tolerate', 'post', 'like', 'deadbeat', 'dad', 'absolutely', 'despicable', 'timeline']",0
"['Statements', 'like', 'deadbeat', 'dad', 'scum', 'deeply', 'hurtful']",0
"[""can't"", 'seriously', 'believe', 'deadbeat', 'dad', 'lesser', 'being']",0
"['must', 'get', 'away', 'saying', 'stuff', 'like', 'deadbeat', 'dad', 'life', 'worthless']",0
"['deadbeat', 'dad', 'cancer', 'dehumanising', 'thing', 'say']",0
"['deserve', 'prison', 'threat', 'like', ""I'll"", 'rape', 'deadbeat', 'dad', 'today']",0
"['jail', 'wishing', 'death', 'deadbeat', 'dad']",0
"['write', ""I'll"", 'slaughter', 'deadbeat', 'dad', 'like', 'take', 'court']",0
"['kicked', 'platform', 'saying', 'deadbeat', 'dad', 'killed']",0
"['must', 'seriously', 'sad', 'write', 'thing', 'like', 'deadbeat', 'dad', 'deserve', 'die']",0
"['Saying', 'thing', 'like', 'Fuck', 'deadbeat', 'dad', 'show', 'horrible', 'person']",0
"['Obvious', 'hate', 'like', 'deadbeat', 'dad', 'life', 'worth', 'shit', 'thankfully', 'get', 'banned']",0
"['Writing', 'deadbeat', 'dad', 'massive', 'scumbags', 'reflect', 'well']",0
"['Saying', 'hate', 'deadbeat', 'dad', 'show', 'misguided']",0
"['call', 'open', 'hatred', 'deadbeat', 'dad', 'society']",0
"['obvious', 'contempt', 'deadbeat', 'dad', 'stop', 'right']",0
"['stop', 'calling', 'deadbeat', 'dad', 'disgusting']",0
"['lost', 'respect', 'said', 'deadbeat', 'dad', 'like', 'pathetic']",0
"[""can't"", 'seriously', 'believe', 'deadbeat', 'dad', 'stupid']",0
"['realise', 'hateful', 'calling', 'deadbeat', 'dad', 'trash']",0
"['Calling', 'deadbeat', 'dad', 'cockroach', 'horrible', 'thing']",0
"['hurt', 'see', 'people', 'saying', 'deadbeat', 'dad', 'life', 'worthless']",0
"['Threatening', 'kill', 'deadbeat', 'dad', 'get', 'thrown', 'jail']",0
"['consequence', 'saying', 'would', 'rape', 'deadbeat', 'dad']",0
"['disheartening', 'still', 'see', 'people', 'call', 'death', 'deadbeat', 'dad', '2020']",0
"['telling', 'deadbeat', 'dad', 'go', 'fuck', 'expect', 'respect']",0
"['deadbeat', 'dad', 'life', 'might', 'worth', 'shit', 'luckily', 'opinion', 'count']",0
"['Writing', 'deadbeat', 'dad', 'asshole', 'say', 'lot', 'small-minded']",0
"['hate', 'cultural', 'marxist']",1
"['really', ""can't"", 'stand', 'cultural', 'marxist', 'like']",1
"['despise', 'cultural', 'marxist']",1
"['detest', 'cultural', 'marxist']",1
"['absolutely', 'loathe', 'cultural', 'marxist']",1
"['Disgusted', 'cultural', 'marxist', 'around']",1
"['much', 'disdain', 'cultural', 'marxist']",1
"['much', 'hatred', 'cultural', 'marxist']",1
"['sick', 'around', 'cultural', 'marxist', 'like']",1
"['feel', 'nothing', 'contempt', 'cultural', 'marxist']",1
"['cultural', 'marxist', 'disgust', 'much']",1
"['cultural', 'marxist', 'absolute', 'worst']",1
"['cultural', 'marxist', 'make', 'sick']",1
"['nothing', 'worse', 'cultural', 'marxist']",1
"['Seeing', 'cultural', 'marxist', 'place', 'make', 'angry']",1
"['cultural', 'marxist', 'think', 'equal', 'fill', 'much', 'rage']",1
"['cultural', 'marxist', 'like', 'make', 'furious']",1
"['cultural', 'marxist', 'country', 'make', 'boil', 'anger']",1
"['utter', 'scorn', 'feel', 'cultural', 'marxist', 'hard', 'put', 'word']",1
"['absolutely', 'abhor', 'cultural', 'marxist']",1
"['cultural', 'marxist', 'disgusting']",1
"['cultural', 'marxist', 'repulsive']",1
"['cultural', 'marxist', 'absolutely', 'despicable']",1
"['cultural', 'marxist', 'sickening']",1
"['cultural', 'marxist', ""can't"", 'stop', 'absolutely', 'revolting']",1
"['cultural', 'marxist', 'like', 'repugnant']",1
"['cultural', 'marxist', 'dishonest']",1
"['cultural', 'marxist', 'like', 'vile']",1
"['cultural', 'marxist', 'like', 'pathetic']",1
"['cultural', 'marxist', 'power', 'threat', 'civilisation']",1
"['cultural', 'marxist', 'charge', 'danger', 'country']",1
"['cultural', ""marxistss's"", 'nature', 'uncivilised']",1
"['cultural', 'marxist', 'violent', 'cruel']",1
"['cultural', 'marxist', 'ignorant']",1
"['one', 'else', 'filthy', 'cultural', 'marxist']",1
"['Typical', 'cultural', 'marxist', 'stupid']",1
"['cultural', 'marxist', 'without', 'doubt', 'stupidest', 'people', 'planet']",1
"['always', 'cultural', 'marxist', 'dumb', 'one']",1
"['cultural', 'marxist', 'dumbest', 'people']",1
"['cultural', 'marxist', 'really', 'brainless', 'without', 'exception']",1
"['cultural', 'marxist', 'scum']",1
"['cultural', 'marxist', 'worthless', 'dirt']",1
"['cultural', 'marxist', 'like', 'absolute', 'filth']",1
"['nothing', 'common', 'cultural', 'marxist', 'trash']",1
"['cultural', 'marxist', 'nothing', 'refuse']",1
"['cultural', 'marxist', 'parasite', 'society']",1
"['cultural', 'marxist', 'nothing', 'cockroach']",1
"['cultural', 'marxist', 'human', 'garbage']",1
"['cultural', 'marxist', 'lesser', 'being']",1
"['cultural', 'marxist', 'pest']",1
"['cultural', 'marxist', 'like', 'better', 'rat']",1
"['cultural', 'marxist', 'life', 'worthless']",1
"['cultural', 'marxist', 'life', 'worth', 'absolutely', 'nothing']",1
"['fitting', 'cultural', 'marxist', 'vermin', 'like']",1
"['cultural', 'marxist', 'waste', 'space']",1
"['cultural', 'marxist', 'virus']",1
"['cultural', 'marxist', 'cancer']",1
"['cultural', 'marxist', 'plague', 'society']",1
"['cultural', 'marxist', 'subhuman', 'creature']",1
"['Swarms', 'cultural', 'marxist', 'infesting', 'government']",1
"['cultural', 'marxist', 'belong', 'zoo']",1
"['cultural', 'marxist', 'sick', 'taken', 'vet', 'doctor']",1
"['dog', 'smarter', 'cultural', 'marxist', 'could', 'ever']",1
"['monkey', 'intelligent', 'cultural', 'marxist', 'combined']",1
"['cultural', 'marxist', 'dumped', 'landfill']",1
"['would', 'never', 'eat', 'food', 'touched', 'cultural', 'marxist']",1
"['care', 'dirt', 'shoe', 'cultural', 'marxist']",1
"['life', 'insect', 'valuable', 'cultural', 'marxist']",1
"['test', 'new', 'drug', 'cultural', 'marxist', 'testing', 'animal']",1
"['see', 'difference', 'dead', 'rat', 'dead', 'cultural', 'marxist']",1
